Nama,Rating,Waktu,Review,case folding,tokenizing,stopword,stemming,topic_0_prob,topic_1_prob,dominant_topic,label,sentimen
Isni Wiranti,5,2021-06-23 01:03:24,Dh mantap,dh mantap,"['dh', 'mantap']","['dh', 'mantap']",['dh mantap'],0.1688534458569771,0.8311465541430229,1,0,Positif
febri setyawan,3,2021-06-22 02:06:55,"Belum bisa daftar,tidak dapat kode otp,sudah coba hubungi call center belum ada tanggapan mohon untuk di permudah pendaftaran nya",belum bisa daftar tidak dapat kode otp sudah coba hubungi call center belum ada tanggapan mohon untuk di permudah pendaftaran nya,"['belum', 'bisa', 'daftar', 'tidak', 'dapat', 'kode', 'otp', 'sudah', 'coba', 'hubungi', 'call', 'center', 'belum', 'ada', 'tanggapan', 'mohon', 'untuk', 'di', 'permudah', 'pendaftaran', 'nya']","['daftar', 'kode', 'otp', 'coba', 'hubungi', 'call', 'center', 'tanggapan', 'mohon', 'permudah', 'pendaftaran', 'nya']",['daftar kode otp coba hubung call center tanggap mohon mudah daftar nya'],0.8834288275311923,0.1165711724688076,0,1,Positif
Khristina Soraya,1,2021-06-21 23:34:46,Baru download udah suruh update lagi.. suah gagal terus,baru download udah suruh update lagi suah gagal terus,"['baru', 'download', 'udah', 'suruh', 'update', 'lagi', 'suah', 'gagal', 'terus']","['download', 'udah', 'suruh', 'update', 'suah', 'gagal']",['download udah suruh update suah gagal'],0.9245015903625649,0.0754984096374351,0,1,Negatif
Armon Yusuf,1,2021-06-21 23:30:37,"AplikSi lemot dan lelet,ga bisa kirim otd",apliksi lemot dan lelet ga bisa kirim otd,"['apliksi', 'lemot', 'dan', 'lelet', 'ga', 'bisa', 'kirim', 'otd']","['apliksi', 'lemot', 'lelet', 'ga', 'kirim', 'otd']",['apliksi lot lelet ga kirim otd'],0.6396043721099257,0.3603956278900742,0,1,Negatif
Armon yusuf,1,2021-06-21 23:15:33,aplikasi lemot mau daftar aja ga bisa,aplikasi lemot mau daftar aja ga bisa,"['aplikasi', 'lemot', 'mau', 'daftar', 'aja', 'ga', 'bisa']","['aplikasi', 'lemot', 'daftar', 'aja', 'ga']",['aplikasi lot daftar aja ga'],0.8937359054179177,0.1062640945820823,0,1,Negatif
Anton Winata,1,2021-06-21 13:05:09,"Apk paling jelek ini selama saya langganan ojol untuk mendapatkan OTP aja sampe nunggu 1jam lebih itu jg masih belum dapat no OTP malu saya sebagai warga jogja, ganti aja nama jogjakita jangan pakai nama jogja bikin rusak nama jogja aja pelayanan buruk begini",apk paling jelek ini selama saya langganan ojol untuk mendapatkan otp aja sampe nunggu jam lebih itu jg masih belum dapat no otp malu saya sebagai warga jogja ganti aja nama jogjakita jangan pakai nama jogja bikin rusak nama jogja aja pelayanan buruk begini,"['apk', 'paling', 'jelek', 'ini', 'selama', 'saya', 'langganan', 'ojol', 'untuk', 'mendapatkan', 'otp', 'aja', 'sampe', 'nunggu', 'jam', 'lebih', 'itu', 'jg', 'masih', 'belum', 'dapat', 'no', 'otp', 'malu', 'saya', 'sebagai', 'warga', 'jogja', 'ganti', 'aja', 'nama', 'jogjakita', 'jangan', 'pakai', 'nama', 'jogja', 'bikin', 'rusak', 'nama', 'jogja', 'aja', 'pelayanan', 'buruk', 'begini']","['apk', 'jelek', 'langganan', 'ojol', 'otp', 'aja', 'sampe', 'nunggu', 'jam', 'jg', 'no', 'otp', 'malu', 'warga', 'jogja', 'ganti', 'aja', 'nama', 'jogjakita', 'pakai', 'nama', 'jogja', 'bikin', 'rusak', 'nama', 'jogja', 'aja', 'pelayanan', 'buruk']",['apk jelek langgan ojol otp aja sampe nunggu jam jg no otp malu warga jogja ganti aja nama jogjakita pakai nama jogja bikin rusak nama jogja aja layan buruk'],0.7555854628296456,0.2444145371703544,0,1,Negatif
Wicaksono Adji,1,2021-06-21 10:51:31,"mohon diperbarui dgn fitur CANCEL, krn saya menunggu lebih dari 30menit dan tidak ada kabar dari driver, tau2 alasan setelah CANCEL ban bocor. mbok iya o bilang via chat trs CANCEL lak yo iso to mas -_-",mohon diperbarui dgn fitur cancel krn saya menunggu lebih dari menit dan tidak ada kabar dari driver tau alasan setelah cancel ban bocor mbok iya bilang via chat trs cancel lak yo iso to mas ,"['mohon', 'diperbarui', 'dgn', 'fitur', 'cancel', 'krn', 'saya', 'menunggu', 'lebih', 'dari', 'menit', 'dan', 'tidak', 'ada', 'kabar', 'dari', 'driver', 'tau', 'alasan', 'setelah', 'cancel', 'ban', 'bocor', 'mbok', 'iya', 'bilang', 'via', 'chat', 'trs', 'cancel', 'lak', 'yo', 'iso', 'to', 'mas']","['mohon', 'diperbarui', 'dgn', 'fitur', 'cancel', 'krn', 'menunggu', 'menit', 'kabar', 'driver', 'tau', 'alasan', 'cancel', 'ban', 'bocor', 'mbok', 'iya', 'bilang', 'via', 'chat', 'trs', 'cancel', 'lak', 'yo', 'iso', 'to', 'mas']",['mohon baru dgn fitur cancel krn tunggu menit kabar driver tau alas cancel ban bocor mbok iya bilang via chat trs cancel lak yo iso to mas'],0.7634534241604376,0.2365465758395623,0,1,Negatif
Karmesti Krismadani,5,2021-06-20 18:19:27,Sebenernya bagus..membantu warga Jogja.. untuk kedepannya lebih di tingkatkan lagi fitur2 nya.. jangan kebanyakan errornya aplksinya.. trimakasih,sebenernya bagus membantu warga jogja untuk kedepannya lebih di tingkatkan lagi fitur nya jangan kebanyakan errornya aplksinya trimakasih,"['sebenernya', 'bagus', 'membantu', 'warga', 'jogja', 'untuk', 'kedepannya', 'lebih', 'di', 'tingkatkan', 'lagi', 'fitur', 'nya', 'jangan', 'kebanyakan', 'errornya', 'aplksinya', 'trimakasih']","['sebenernya', 'bagus', 'membantu', 'warga', 'jogja', 'kedepannya', 'tingkatkan', 'fitur', 'nya', 'kebanyakan', 'errornya', 'aplksinya', 'trimakasih']",['sebenernya bagus bantu warga jogja depan tingkat fitur nya banyak errornya aplksinya trimakasih'],0.0416958161562876,0.9583041838437124,1,0,Positif
Krisna Ria,1,2021-06-20 13:02:52,Saya ini kerja jadi ojol...cari nafkah bukan jadi maling.. Ktnya aplikasi. Kusus jogja ..tpi wong ee dewe ..ora di perhatikan ...??,saya ini kerja jadi ojol cari nafkah bukan jadi maling ktnya aplikasi kusus jogja tpi wong ee dewe ora di perhatikan ,"['saya', 'ini', 'kerja', 'jadi', 'ojol', 'cari', 'nafkah', 'bukan', 'jadi', 'maling', 'ktnya', 'aplikasi', 'kusus', 'jogja', 'tpi', 'wong', 'ee', 'dewe', 'ora', 'di', 'perhatikan']","['kerja', 'ojol', 'cari', 'nafkah', 'maling', 'ktnya', 'aplikasi', 'kusus', 'jogja', 'tpi', 'ee', 'dewe', 'ora', 'perhatikan']",['kerja ojol cari nafkah maling ktnya aplikasi sus jogja tpi ee dewe ora perhati'],0.0800436436538852,0.9199563563461146,1,0,Negatif
azkiya auliya,1,2021-06-20 02:30:47,"gak tau cara kerjanya gmn ni aplikasi baru ke install tp mau daftar sulit bgt,,otpnya lama bgt udh nyoba berkali kali gk keluar"" otpnya jd kesel sendiri pdhl blom juga pake",gak tau cara kerjanya gmn ni aplikasi baru ke install tp mau daftar sulit bgt otpnya lama bgt udh nyoba berkali kali gk keluar otpnya jd kesel sendiri pdhl blom juga pake,"['gak', 'tau', 'cara', 'kerjanya', 'gmn', 'ni', 'aplikasi', 'baru', 'ke', 'install', 'tp', 'mau', 'daftar', 'sulit', 'bgt', 'otpnya', 'lama', 'bgt', 'udh', 'nyoba', 'berkali', 'kali', 'gk', 'keluar', 'otpnya', 'jd', 'kesel', 'sendiri', 'pdhl', 'blom', 'juga', 'pake']","['gak', 'tau', 'kerjanya', 'gmn', 'ni', 'aplikasi', 'install', 'tp', 'daftar', 'sulit', 'bgt', 'otpnya', 'bgt', 'udh', 'nyoba', 'berkali', 'kali', 'gk', 'otpnya', 'jd', 'kesel', 'pdhl', 'blom', 'pake']",['gak tau kerja gmn ni aplikasi install tp daftar sulit bgt otpnya bgt udh nyoba kali kali gk otpnya jd kesel pdhl blom pake'],0.978519865805194,0.0214801341948061,0,1,Negatif
Mas Maken,5,2021-06-19 01:19:47,Sukses luar biasa,sukses luar biasa,"['sukses', 'luar', 'biasa']",['sukses'],['sukses'],0.2501128938999473,0.7498871061000527,1,0,Positif
Nararia Camelia Putri,5,2021-06-18 13:17:40,Mantap 😎😇,mantap ,['mantap'],['mantap'],['mantap'],0.2500731584291216,0.7499268415708784,1,0,Positif
Nurdihan Nugrahanto,2,2021-06-18 10:33:37,"Aplikasi nya lambat banget, padahal HP gua bagus ram 8...tolong tim IT di perbaiki lagi",aplikasi nya lambat banget padahal hp gua bagus ram tolong tim it di perbaiki lagi,"['aplikasi', 'nya', 'lambat', 'banget', 'padahal', 'hp', 'gua', 'bagus', 'ram', 'tolong', 'tim', 'it', 'di', 'perbaiki', 'lagi']","['aplikasi', 'nya', 'lambat', 'banget', 'hp', 'gua', 'bagus', 'ram', 'tolong', 'tim', 'it', 'perbaiki']",['aplikasi nya lambat banget hp gua bagus ram tolong tim it baik'],0.6941609762418265,0.3058390237581735,0,1,Positif
XEB XEB,1,2021-06-18 02:27:06,"Kalah sama shoope, susah kalau tidak punya modal besar buat iklan promo.",kalah sama shoope susah kalau tidak punya modal besar buat iklan promo ,"['kalah', 'sama', 'shoope', 'susah', 'kalau', 'tidak', 'punya', 'modal', 'besar', 'buat', 'iklan', 'promo']","['kalah', 'shoope', 'susah', 'modal', 'iklan', 'promo']",['kalah shoope susah modal iklan promo'],0.4709870933430852,0.5290129066569147,1,0,Negatif
Kang Yani Piyungan,5,2021-06-17 05:52:00,Keren,keren,['keren'],['keren'],['keren'],0.2502583749026151,0.7497416250973848,1,0,Positif
Hamba Allah,1,2021-06-17 00:10:39,"Kalian tau tidak kenapa aplikasi ini gak mutu? Karena driver-drivernya!! Tolong beri peringatan atau pecat driver bernama sugeng aryanto. Saya pesan makanan, lama sekali tidak jalan. Saya chat kenapa tidak jalan padahal harusnya makanan sudah jadi karena cuma lontong opor doang. Dia bilang gak denger kalau ada orderan, yaudah saya tunggu lagi, udah lewat 15 menitan lebih saya tunggu dan masih gak jalan, saya chat lagi kenapa gak jalan, dia bilang tidak tau kalau masih ditunggu. BLOK!!!!!",kalian tau tidak kenapa aplikasi ini gak mutu karena driver drivernya tolong beri peringatan atau pecat driver bernama sugeng aryanto saya pesan makanan lama sekali tidak jalan saya chat kenapa tidak jalan padahal harusnya makanan sudah jadi karena cuma lontong opor doang dia bilang gak denger kalau ada orderan yaudah saya tunggu lagi udah lewat menitan lebih saya tunggu dan masih gak jalan saya chat lagi kenapa gak jalan dia bilang tidak tau kalau masih ditunggu blok ,"['kalian', 'tau', 'tidak', 'kenapa', 'aplikasi', 'ini', 'gak', 'mutu', 'karena', 'driver', 'drivernya', 'tolong', 'beri', 'peringatan', 'atau', 'pecat', 'driver', 'bernama', 'sugeng', 'aryanto', 'saya', 'pesan', 'makanan', 'lama', 'sekali', 'tidak', 'jalan', 'saya', 'chat', 'kenapa', 'tidak', 'jalan', 'padahal', 'harusnya', 'makanan', 'sudah', 'jadi', 'karena', 'cuma', 'lontong', 'opor', 'doang', 'dia', 'bilang', 'gak', 'denger', 'kalau', 'ada', 'orderan', 'yaudah', 'saya', 'tunggu', 'lagi', 'udah', 'lewat', 'menitan', 'lebih', 'saya', 'tunggu', 'dan', 'masih', 'gak', 'jalan', 'saya', 'chat', 'lagi', 'kenapa', 'gak', 'jalan', 'dia', 'bilang', 'tidak', 'tau', 'kalau', 'masih', 'ditunggu', 'blok']","['tau', 'aplikasi', 'gak', 'mutu', 'driver', 'drivernya', 'tolong', 'peringatan', 'pecat', 'driver', 'bernama', 'sugeng', 'aryanto', 'pesan', 'makanan', 'jalan', 'chat', 'jalan', 'makanan', 'lontong', 'opor', 'doang', 'bilang', 'gak', 'denger', 'orderan', 'yaudah', 'tunggu', 'udah', 'menitan', 'tunggu', 'gak', 'jalan', 'chat', 'gak', 'jalan', 'bilang', 'tau', 'ditunggu', 'blok']",['tau aplikasi gak mutu driver drivernya tolong ingat pecat driver nama sugeng aryanto pesan makan jalan chat jalan makan lontong opor doang bilang gak denger order yaudah tunggu udah menit tunggu gak jalan chat gak jalan bilang tau tunggu blok'],0.9872873628789476,0.0127126371210525,0,1,Negatif
Sudarman Sudarman,5,2021-06-16 04:31:16,Cepat,cepat,['cepat'],['cepat'],['cepat'],0.2814049929331441,0.7185950070668559,1,0,Positif
Eko Priyatno Eko,5,2021-06-16 03:17:38,Sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],0.2507895359629051,0.7492104640370949,1,0,Positif
Ashar Sugeng R,4,2021-06-16 02:43:12,"Titik lokasi nya kurang akurat ,mohon di tingkatkan lagi",titik lokasi nya kurang akurat mohon di tingkatkan lagi,"['titik', 'lokasi', 'nya', 'kurang', 'akurat', 'mohon', 'di', 'tingkatkan', 'lagi']","['titik', 'lokasi', 'nya', 'akurat', 'mohon', 'tingkatkan']",['titik lokasi nya akurat mohon tingkat'],0.8015326098671484,0.1984673901328516,0,1,Positif
Fitroh Wahyu Aji,5,2021-06-16 01:22:40,Aplikasi Jogja benar ini semoga aplikasinya selalu berkembang dan maju,aplikasi jogja benar ini semoga aplikasinya selalu berkembang dan maju,"['aplikasi', 'jogja', 'benar', 'ini', 'semoga', 'aplikasinya', 'selalu', 'berkembang', 'dan', 'maju']","['aplikasi', 'jogja', 'semoga', 'aplikasinya', 'berkembang', 'maju']",['aplikasi jogja moga aplikasi kembang maju'],0.07671548495866,0.92328451504134,1,0,Negatif
kang Wardi,5,2021-06-15 15:40:08,Ok,ok,['ok'],['ok'],['ok'],0.2501741927299574,0.7498258072700426,1,0,Positif
Muchidin Ardianto,5,2021-06-15 12:29:41,Banyak promonya,banyak promonya,"['banyak', 'promonya']",['promonya'],['promonya'],0.2553577059870503,0.7446422940129497,1,0,Negatif
Eko Priyatno,5,2021-06-15 08:58:52,"Mantap, aplikasi asli yk.",mantap aplikasi asli yk ,"['mantap', 'aplikasi', 'asli', 'yk']","['mantap', 'aplikasi', 'asli', 'yk']",['mantap aplikasi asli yk'],0.1054323066652281,0.8945676933347719,1,0,Positif
Tham Robo,5,2021-06-15 08:11:34,Pelayanan yg baik joss,pelayanan yg baik joss,"['pelayanan', 'yg', 'baik', 'joss']","['pelayanan', 'yg', 'joss']",['layan yg joss'],0.1503993073847548,0.8496006926152452,1,0,Negatif
Deska Dwis,2,2021-06-15 01:25:47,Promo nya makin dikit padahal saya pengguna jogjakita setiap hari kemana2 pake ini jadi gapake lagi :(,promo nya makin dikit padahal saya pengguna jogjakita setiap hari kemana pake ini jadi gapake lagi ,"['promo', 'nya', 'makin', 'dikit', 'padahal', 'saya', 'pengguna', 'jogjakita', 'setiap', 'hari', 'kemana', 'pake', 'ini', 'jadi', 'gapake', 'lagi']","['promo', 'nya', 'dikit', 'pengguna', 'jogjakita', 'kemana', 'pake', 'gapake']",['promo nya dikit guna jogjakita mana pake gapake'],0.8105416102818275,0.1894583897181725,0,1,Negatif
Mom Winarno,5,2021-06-14 03:51:46,"buat driver yg sedang terima order,mohon astribut jokit dipakai...soalnya akan membawa citra jelek bagi jogja kita....",buat driver yg sedang terima order mohon astribut jokit dipakai soalnya akan membawa citra jelek bagi jogja kita ,"['buat', 'driver', 'yg', 'sedang', 'terima', 'order', 'mohon', 'astribut', 'jokit', 'dipakai', 'soalnya', 'akan', 'membawa', 'citra', 'jelek', 'bagi', 'jogja', 'kita']","['driver', 'yg', 'terima', 'order', 'mohon', 'astribut', 'jokit', 'dipakai', 'membawa', 'citra', 'jelek', 'jogja']",['driver yg terima order mohon astribut jokit pakai bawa citra jelek jogja'],0.9171955482428928,0.0828044517571071,0,1,Negatif
Edi Kurniawan,5,2021-06-13 07:53:35,Semoga kedepannya semakin baik digunakan.dan loadingnya lebih cepat🙏🙏,semoga kedepannya semakin baik digunakan dan loadingnya lebih cepat ,"['semoga', 'kedepannya', 'semakin', 'baik', 'digunakan', 'dan', 'loadingnya', 'lebih', 'cepat']","['semoga', 'kedepannya', 'loadingnya', 'cepat']",['moga depan loadingnya cepat'],0.1102908990503104,0.8897091009496895,1,0,Positif
Doniarinugr_,5,2021-06-13 00:56:55,Good,good,['good'],['good'],['good'],0.2502626390296659,0.7497373609703342,1,0,Positif
Faizal Izal,5,2021-06-12 22:37:10,Ok,ok,['ok'],['ok'],['ok'],0.2501741927299574,0.7498258072700426,1,0,Positif
North Rider,5,2021-06-12 14:00:32,Perbanyak promosi biar semakin dikenal bisa pasang spanduk atau banner utk resto2 yg sdh gabung,perbanyak promosi biar semakin dikenal bisa pasang spanduk atau banner utk resto yg sdh gabung,"['perbanyak', 'promosi', 'biar', 'semakin', 'dikenal', 'bisa', 'pasang', 'spanduk', 'atau', 'banner', 'utk', 'resto', 'yg', 'sdh', 'gabung']","['perbanyak', 'promosi', 'biar', 'dikenal', 'pasang', 'spanduk', 'banner', 'utk', 'resto', 'yg', 'sdh', 'gabung']",['banyak promosi biar kenal pasang spanduk banner utk resto yg sdh gabung'],0.0543913098985734,0.9456086901014268,1,0,Negatif
Agung Jogja,2,2021-06-12 00:39:41,downloadnya lama bangett si padahal wifi masih baru aja diisi,downloadnya lama bangett si padahal wifi masih baru aja diisi,"['downloadnya', 'lama', 'bangett', 'si', 'padahal', 'wifi', 'masih', 'baru', 'aja', 'diisi']","['downloadnya', 'bangett', 'si', 'wifi', 'aja', 'diisi']",['downloadnya bangett si wifi aja isi'],0.9210286686511404,0.0789713313488594,0,1,Negatif
Edi Sarwono,5,2021-06-11 14:00:14,Sebenarnya saya nyaman dengan apk ini tapi sayangnya tdk bisa untuk cepetan,sebenarnya saya nyaman dengan apk ini tapi sayangnya tdk bisa untuk cepetan,"['sebenarnya', 'saya', 'nyaman', 'dengan', 'apk', 'ini', 'tapi', 'sayangnya', 'tdk', 'bisa', 'untuk', 'cepetan']","['nyaman', 'apk', 'sayangnya', 'tdk', 'cepetan']",['nyaman apk sayang tdk cepetan'],0.878399414342187,0.1216005856578128,0,1,Positif
Raihan Alif,1,2021-06-11 02:33:45,"Tolong untuk driver"" nakal di beri pelajaran Saya pesan di warung ... Malah di belikan di tempat lain Untuk kedepannya di berikan pin saja seperti punya sebelah agar tidak bisa di curangi terimakasih",tolong untuk driver nakal di beri pelajaran saya pesan di warung malah di belikan di tempat lain untuk kedepannya di berikan pin saja seperti punya sebelah agar tidak bisa di curangi terimakasih,"['tolong', 'untuk', 'driver', 'nakal', 'di', 'beri', 'pelajaran', 'saya', 'pesan', 'di', 'warung', 'malah', 'di', 'belikan', 'di', 'tempat', 'lain', 'untuk', 'kedepannya', 'di', 'berikan', 'pin', 'saja', 'seperti', 'punya', 'sebelah', 'agar', 'tidak', 'bisa', 'di', 'curangi', 'terimakasih']","['tolong', 'driver', 'nakal', 'pelajaran', 'pesan', 'warung', 'belikan', 'kedepannya', 'pin', 'sebelah', 'curangi', 'terimakasih']",['tolong driver nakal ajar pesan warung belikan depan pin belah curang terimakasih'],0.5554717886889594,0.4445282113110406,0,1,Positif
Meriza alya Putri,5,2021-06-10 13:36:30,Mantap,mantap,['mantap'],['mantap'],['mantap'],0.2500731584291216,0.7499268415708784,1,0,Positif
putut utoro,5,2021-06-10 10:12:29,Moga menjadi solusi terbaik utk rakyat Jogja pada khususnya dan Raktat Dunia pada umum nya. Amin & Berkah Dalem 🙏,moga menjadi solusi terbaik utk rakyat jogja pada khususnya dan raktat dunia pada umum nya amin berkah dalem ,"['moga', 'menjadi', 'solusi', 'terbaik', 'utk', 'rakyat', 'jogja', 'pada', 'khususnya', 'dan', 'raktat', 'dunia', 'pada', 'umum', 'nya', 'amin', 'berkah', 'dalem']","['moga', 'solusi', 'terbaik', 'utk', 'rakyat', 'jogja', 'raktat', 'dunia', 'nya', 'amin', 'berkah', 'dalem']",['moga solusi baik utk rakyat jogja raktat dunia nya amin berkah dalem'],0.0749846460071046,0.9250153539928953,1,0,Positif
Kus Biyan,5,2021-06-08 00:40:19,Aplikasi lokal yang keren abis banget,aplikasi lokal yang keren abis banget,"['aplikasi', 'lokal', 'yang', 'keren', 'abis', 'banget']","['aplikasi', 'lokal', 'keren', 'abis', 'banget']",['aplikasi lokal keren abis banget'],0.1070148308184346,0.8929851691815655,1,0,Positif
Hermanto,5,2021-06-07 12:41:56,"Ngojek, beli makan,pulsa, tiket cukup 1 apl, mantap.",ngojek beli makan pulsa tiket cukup apl mantap ,"['ngojek', 'beli', 'makan', 'pulsa', 'tiket', 'cukup', 'apl', 'mantap']","['ngojek', 'beli', 'makan', 'pulsa', 'tiket', 'apl', 'mantap']",['ngojek beli makan pulsa tiket apl mantap'],0.535282093395081,0.464717906604919,0,1,Negatif
Arif Setiyawan,5,2021-06-07 03:39:53,"Apl mudah di gunakan, promo2 yang benar2 memanjakan untuk customer, dan semoga di update selanjutnya lebih di perbaiki dari segi bug2 di apl ini, sukses terus untuk Jogjakita, apl baru masih banyak bug tapi wajar untuk apl baru yang masih berkembang,, Monggo untuk temen2 yg dapat bug2 dari apl ini silahkan di laporkan ke CS ya,, buat saling menggembangkan apl asli JOGJA.. nuwun 😊",apl mudah di gunakan promo yang benar memanjakan untuk customer dan semoga di update selanjutnya lebih di perbaiki dari segi bug di apl ini sukses terus untuk jogjakita apl baru masih banyak bug tapi wajar untuk apl baru yang masih berkembang monggo untuk temen yg dapat bug dari apl ini silahkan di laporkan ke cs ya buat saling menggembangkan apl asli jogja nuwun ,"['apl', 'mudah', 'di', 'gunakan', 'promo', 'yang', 'benar', 'memanjakan', 'untuk', 'customer', 'dan', 'semoga', 'di', 'update', 'selanjutnya', 'lebih', 'di', 'perbaiki', 'dari', 'segi', 'bug', 'di', 'apl', 'ini', 'sukses', 'terus', 'untuk', 'jogjakita', 'apl', 'baru', 'masih', 'banyak', 'bug', 'tapi', 'wajar', 'untuk', 'apl', 'baru', 'yang', 'masih', 'berkembang', 'monggo', 'untuk', 'temen', 'yg', 'dapat', 'bug', 'dari', 'apl', 'ini', 'silahkan', 'di', 'laporkan', 'ke', 'cs', 'ya', 'buat', 'saling', 'menggembangkan', 'apl', 'asli', 'jogja', 'nuwun']","['apl', 'mudah', 'promo', 'memanjakan', 'customer', 'semoga', 'update', 'perbaiki', 'segi', 'bug', 'apl', 'sukses', 'jogjakita', 'apl', 'bug', 'wajar', 'apl', 'berkembang', 'monggo', 'temen', 'yg', 'bug', 'apl', 'silahkan', 'laporkan', 'cs', 'ya', 'menggembangkan', 'apl', 'asli', 'jogja', 'nuwun']",['apl mudah promo manja customer moga update baik segi bug apl sukses jogjakita apl bug wajar apl kembang monggo temen yg bug apl silah lapor cs ya menggembangkan apl asli jogja nuwun'],0.0634392182603856,0.9365607817396144,1,0,Positif
Angela Dea P,5,2021-06-07 01:52:38,Keren!!,keren ,['keren'],['keren'],['keren'],0.2502583749026151,0.7497416250973848,1,0,Positif
Tari Nuri,1,2021-06-05 17:07:20,Kok reviewnya jelek2 semua... mana baru mau instal...,kok reviewnya jelek semua mana baru mau instal ,"['kok', 'reviewnya', 'jelek', 'semua', 'mana', 'baru', 'mau', 'instal']","['reviewnya', 'jelek', 'instal']",['reviewnya jelek instal'],0.5903530816235716,0.4096469183764283,0,1,Negatif
anisa riwi,1,2021-06-05 07:50:32,Aplikasi cacat..gimana mau maju kalo cstmer aja mau log in gabisa. Udh hbungi customer servis 2x jwabanya ga mutu semua dan ga bantu sama sekali. Buat kalian gausah donlot klo ga kecewa,aplikasi cacat gimana mau maju kalo cstmer aja mau log in gabisa udh hbungi customer servis jwabanya ga mutu semua dan ga bantu sama sekali buat kalian gausah donlot klo ga kecewa,"['aplikasi', 'cacat', 'gimana', 'mau', 'maju', 'kalo', 'cstmer', 'aja', 'mau', 'log', 'in', 'gabisa', 'udh', 'hbungi', 'customer', 'servis', 'jwabanya', 'ga', 'mutu', 'semua', 'dan', 'ga', 'bantu', 'sama', 'sekali', 'buat', 'kalian', 'gausah', 'donlot', 'klo', 'ga', 'kecewa']","['aplikasi', 'cacat', 'gimana', 'maju', 'kalo', 'cstmer', 'aja', 'log', 'in', 'gabisa', 'udh', 'hbungi', 'customer', 'servis', 'jwabanya', 'ga', 'mutu', 'ga', 'bantu', 'gausah', 'donlot', 'klo', 'ga', 'kecewa']",['aplikasi cacat gimana maju kalo cstmer aja log in gabisa udh hbungi customer servis jwabanya ga mutu ga bantu gausah donlot klo ga kecewa'],0.8846687629746721,0.1153312370253279,0,1,Positif
M nasichul umam,5,2021-06-04 09:39:54,"Tadinya Berharap Aplikasi ini Lebih Enak dan Ngirit dibanding aplikasi sebelah , Tapi Belum juga menggunakan udah kesal sendiri. Mau Daftar Aja susah bgt , padahal Udah memasukkan nomor dengan benar , tapi kode OTP nya Lama bgt ga keluar-keluar . Nyesel download Aplikasi ini gue",tadinya berharap aplikasi ini lebih enak dan ngirit dibanding aplikasi sebelah tapi belum juga menggunakan udah kesal sendiri mau daftar aja susah bgt padahal udah memasukkan nomor dengan benar tapi kode otp nya lama bgt ga keluar keluar nyesel download aplikasi ini gue,"['tadinya', 'berharap', 'aplikasi', 'ini', 'lebih', 'enak', 'dan', 'ngirit', 'dibanding', 'aplikasi', 'sebelah', 'tapi', 'belum', 'juga', 'menggunakan', 'udah', 'kesal', 'sendiri', 'mau', 'daftar', 'aja', 'susah', 'bgt', 'padahal', 'udah', 'memasukkan', 'nomor', 'dengan', 'benar', 'tapi', 'kode', 'otp', 'nya', 'lama', 'bgt', 'ga', 'keluar', 'keluar', 'nyesel', 'download', 'aplikasi', 'ini', 'gue']","['berharap', 'aplikasi', 'enak', 'ngirit', 'dibanding', 'aplikasi', 'sebelah', 'udah', 'kesal', 'daftar', 'aja', 'susah', 'bgt', 'udah', 'memasukkan', 'nomor', 'kode', 'otp', 'nya', 'bgt', 'ga', 'nyesel', 'download', 'aplikasi', 'gue']",['harap aplikasi enak ngirit banding aplikasi belah udah kesal daftar aja susah bgt udah masuk nomor kode otp nya bgt ga nyesel download aplikasi gue'],0.970660838042808,0.0293391619571918,0,1,Positif
Yuni Yoen,4,2021-06-04 03:20:06,Ribet msk ke aplikasinya.. hrs mskin nmr telp dan pin tiap mau pake...,ribet msk ke aplikasinya hrs mskin nmr telp dan pin tiap mau pake ,"['ribet', 'msk', 'ke', 'aplikasinya', 'hrs', 'mskin', 'nmr', 'telp', 'dan', 'pin', 'tiap', 'mau', 'pake']","['ribet', 'msk', 'aplikasinya', 'hrs', 'mskin', 'nmr', 'telp', 'pin', 'pake']",['ribet msk aplikasi hrs mskin nmr telp pin pake'],0.480330639892604,0.5196693601073961,1,0,Negatif
Muhammad Hidjrah,5,2021-06-04 01:56:16,Pelayanan yang sangat ramah.,pelayanan yang sangat ramah ,"['pelayanan', 'yang', 'sangat', 'ramah']","['pelayanan', 'ramah']",['layan ramah'],0.5405565234957602,0.4594434765042398,0,1,Positif
Qin'ah Wardi,5,2021-06-03 11:53:47,Semoga bermanfaat dan tambah bagus,semoga bermanfaat dan tambah bagus,"['semoga', 'bermanfaat', 'dan', 'tambah', 'bagus']","['semoga', 'bermanfaat', 'bagus']",['moga manfaat bagus'],0.125203401452249,0.8747965985477509,1,0,Positif
